gsis_id,pfr_id,espn_id,display_name,position,position_group,status
00-0003441,CoopAn00,2010,Andre Cooper,WR,WR,CUT
00-0041097,CoopAn01,4905597,Anez Cooper,G,OL,ACT
COO502190,CoopBe20,,Bert Cooper,MLB,LB,ACT
00-0020422,CoopCh20,2733,Chris Cooper,DE,DL,ACT
00-0034085,CoopCh00,3912343,Chris Cooper,DB,DB,CUT
00-0040083,CoopDa00,4426972,Dalton Cooper,OT,OL,ACT
00-0040024,CoopDa01,4715355,Darius Cooper,WR,WR,ACT
00-0039850,CoopEd00,4430438,Edgerrin Cooper,LB,LB,ACT
00-0033279,CoopEt00,4081136,Ethan Cooper,G,OL,DEV
COO540820,CoopEv20,,Evan Cooper,DB,DB,ACT
00-0032427,CoopFa00,2574339,Fahn Cooper,OT,OL,NWT
COO560135,CoopGe20,,George Cooper,LB,LB,ACT
COO598765,CoopJi21,,Jim Cooper,OT,OL,ACT
00-0020409,CoopJa20,2692,Jarrod Cooper,DB,DB,RES
00-0019293,CoopDe20,4374,Deke Cooper,FS,DB,ACT
00-0026580,CoopJo21,12775,Jon Cooper,C,OL,CUT
00-0030590,CoopJo01,15787,Jonathan Cooper,G,OL,CUT
00-0036952,CoopJo02,4040608,Jonathon Cooper,LB,LB,ACT
COO618080,coopejoe01,,Joe Cooper,K,SPEC,ACT
00-0022588,CoopJo20,6133,Josh Cooper,DE,DL,ACT
00-0028930,CoopJo00,15197,Josh Cooper,WR,WR,ACT
00-0040655,CoopKe00,4712462,Keith Cooper Jr.,DE,DL,ACT
00-0030127,CoopMa00,15888,Marcus Cooper,DB,DB,ACT
COO647710,CoopEa00,,Earl Cooper,RB,RB,ACT
COO656710,CoopMa20,,Mark Cooper,G,OL,ACT
00-0041511,CoopOm00,4723820,Omar Cooper Jr.,WR,WR,ACT
00-0033111,CoopPh00,3048897,Pharoh Cooper,WR,WR,ACT
00-0019725,CoopRa00,4389,Rafael Cooper,RB,RB,ACT
00-0003461,CoopRe20,,Reggie Cooper,LB,LB,ACT
00-0003462,CoopRi20,6823,Richard Cooper,OT,OL,ACT
00-0027758,CoopRi00,13225,Riley Cooper,WR,WR,ACT
00-0039245,CoopRy00,5085881,Ryan Cooper Jr.,CB,DB,DEV
00-0021544,CoopSt20,4877,Stephen Cooper,LB,LB,RES
00-0040036,CoopTy00,4429456,Tyler Cooper,G,OL,ACT
00-0022898,CoopMa21,5604,Marquis Cooper,LB,LB,ACT
00-0032061,CoopXa00,2578408,Xavier Cooper,DE,DL,ACT
COP166116,CopeJi20,,Jim Cope,LB,LB,ACT
COP249174,CopeAn20,,Anthony Copeland,LB,LB,ACT
00-0030010,CopeBr00,16393,Brandon Copeland,OLB,LB,CUT
00-0030818,CopeDa00,17131,Damian Copeland,WR,WR,RES
00-0003466,CopeDa20,6866,Danny Copeland,S,DB,ACT
00-0003467,CopeHo00,444,Horace Copeland,WR,WR,ACT
00-0038843,CopeJa00,4360233,Jacob Copeland,WR,WR,CUT
