gsis_id,pfr_id,espn_id,display_name,position,position_group,status
00-0021041,WallLe20,4290,Lenny Walls,CB,DB,CUT
WAL559020,WallHe00,,Herkie Walls,WR,WR,ACT
00-0020324,WallRa20,2701,Raymond Walls,DB,DB,ACT
00-0029576,WalsBl00,15058,Blair Walsh,K,SPEC,DEV
00-0017110,WalsCh00,371,Chris Walsh,WR,WR,ACT
WAL598950,WalsJi20,,Jim Walsh,RB,RB,ACT
00-0017121,WalsSt00,58,Steve Walsh,QB,QB,ACT
00-0023504,WaltAn00,8483,Andrew Walter,QB,QB,ACT
00-0035187,WaltAu00,3123857,Austin Walter,RB,RB,RES
WAL638880,WaltDa20,,Dave Walter,QB,QB,ACT
00-0017124,WaltJo20,7190,Joe Walter,OT,OL,CUT
00-0017127,WaltKe20,1340,Ken Walter,P,SPEC,RES
00-0021931,WaltKe00,4713,Kevin Walter,WR,WR,PUP
00-0021292,WaltTy20,3717,Tyson Walter,OT,OL,RES
00-0028357,WaltAn01,14315,Anthony Walters,DB,DB,ACT
00-0027595,WaltBr00,13662,Bryan Walters,WR,WR,ACT
WAL670824,WaltDa21,,Dale Walters,P,SPEC,ACT
WAL678810,WaltDa22,,Danny Walters,DB,DB,ACT
WAL686796,WaltJo21,,Joey Walters,WR,WR,ACT
00-0022016,WaltMa20,4608,Matt Walters,DE,DL,ACT
WAL702768,WaltPe20,,Pete Walters,G,OL,ACT
00-0026877,WaltPi00,13116,Pierre Walters,LB,LB,DEV
WAL710754,WaltSt00,,Stan Walters,OT,OL,ACT
00-0019552,WaltTr00,2296,Troy Walters,WR,WR,ACT
WAL726726,WaltRo20,,Rod Walters,G,OL,ACT
WAL734712,WaltLe21,,Len Walterscheid,DB,DB,ACT
00-0041311,WaltJa00,4875788,Jalen Walthall,WR,WR,RES
00-0017141,WaltAl20,,Alvin Walton,DB,DB,ACT
WAL826571,WaltWh20,,Whip Walton,LB,LB,ACT
00-0036123,WaltBr01,4040778,Brandon Walton,OT,OL,ACT
WAL758670,WaltBr20,,Bruce Walton,G,OL,ACT
WAL766656,WaltCh20,,Chuck Walton,G,OL,ACT
WAL782628,WaltWa20,,Wayne Walton,G,OL,ACT
WAL790614,WaltJo00,,John Walton,QB,QB,ACT
00-0027683,WaltJ.20,16694,J.D. Walton,C,OL,ACT
WAL806586,WaltLa00,,Larry Walton,WR,WR,ACT
00-0031607,WaltLe00,2516417,L.T. Walton,DE,DL,RES
00-0034679,WaltMa00,3917846,Mark Walton,RB,RB,CUT
WAL814572,WaltRi20,,Riley Walton,TE,TE,ACT
00-0022022,WaltSh20,4628,Shane Walton,CB,DB,RES
00-0017148,WalzZa20,1548,Zack Walz,LB,LB,ACT
00-0021978,WandSe20,4533,Seth Wand,OT,OL,CUT
00-0027740,WangEd20,13480,Ed Wang,OT,OL,CUT
00-0036230,WanoTe00,4035518,Prince Tega Wanogho,OT,OL,RSR
00-0021335,WansTi20,3999925,Tim Wansley,CB,DB,RES
00-0038360,WardAl00,4243545,Alex Ward,LS,SPEC,ACT
00-0023722,WardB.20,9310,B.J. Ward,DB,DB,CUT
00-0040676,WardCa00,4688380,Cam Ward,QB,QB,ACT
00-0032756,WardCh00,2984056,Channing Ward,DE,DL,CUT
00-0034573,WardCh01,4037361,Charvarius Ward,CB,DB,ACT
00-0017157,WardCh21,3796,Chris Ward,DE,DL,ACT
WAR087428,WardCh20,,Chris Ward,OT,OL,ACT
WAR131142,WardDa21,,David Ward,LB,LB,ACT
00-0017160,WardDe00,1253,Dedric Ward,WR,WR,CUT
00-0034856,WardDe02,3915535,Denzel Ward,CB,DB,ACT
00-0022770,WardDe01,5760,Derrick Ward,RB,RB,ACT
00-0030798,WardEr00,17277,Eric Ward,WR,WR,DEV
00-0033733,WardGr02,3040035,Greg Ward,WR,WR,DEV
00-0017162,WardHi00,1494,Hines Ward,WR,WR,ACT
00-0031298,WardJi01,16717,Jimmie Ward,SAF,DB,PUP
00-0038578,WardJa00,4568007,Jay Ward,SAF,DB,ACT
00-0033046,WardJi02,3115914,Jihad Ward,LB,LB,ACT
WAR227570,WardJo20,,John Ward,C,OL,ACT
00-0035924,WardJo00,4039274,Jonathan Ward,RB,RB,DEV
00-0021588,WardLa20,5395,LaShaun Ward,WR,WR,ACT
00-0017169,WardPh20,1734,Phillip Ward,LB,LB,CUT
00-0017172,WardRo20,8130,Ronnie Ward,LB,LB,RES
00-0027653,WardT.99,13304,T.J. Ward,DB,DB,CUT
00-0031682,WardTe00,2577023,Terron Ward,RB,RB,ACT
00-0035135,WardTi00,3914553,Tim Ward,DE,DL,DEV
00-0035716,WareAc00,3912551,Aca'Cedric Ware,RB,RB,CUT
00-0017178,WareAn00,6668,Andre Ware,QB,QB,ACT
00-0024559,WareDa00,10768,D.J. Ware,RB,RB,ACT
00-0023445,WareDe99,8426,DeMarcus Ware,OLB,LB,RES
00-0017182,WareDe00,7324,Derek Ware,TE,TE,CUT
00-0027810,WareJe99,13481,Jeremy Ware,DB,DB,ACT
00-0033972,WareJy00,2981069,Jylan Ware,OT,OL,DEV
00-0021586,WareKe00,5396,Kevin Ware,TE,TE,CUT
00-0022786,WareMa20,5614,Matt Ware,DB,DB,ACT
00-0027407,WareSe00,,Sean Ware,LB,LB,CUT
00-0030414,WareSp00,16020,Spencer Ware,RB,RB,DEV
WAR371569,WareTi20,,Timmie Ware,WR,WR,ACT
00-0017193,WarfEr20,1596,Eric Warfield,CB,DB,ACT
WAR393426,WarfPa00,,Paul Warfield,WR,WR,ACT
00-0030065,WarfLa00,15870,Larry Warford,G,OL,ACT
00-0030593,WarmCh00,15814,Chance Warmack,G,OL,NWT
00-0031225,WarmJu00,17428,Julius Warmsley,DE,DL,DEV
WAR437140,WarnJi20,,Jim Warne,OT,OL,ACT
WAR480854,WarnCu00,,Curt Warner,RB,RB,ACT
00-0034815,WarnFr00,3138826,Fred Warner,MLB,LB,ACT
00-0020140,WarnJo20,,Josh Warner,C,OL,ACT
00-0017200,WarnKu00,1682,Kurt Warner,QB,QB,ACT
00-0017202,WarnRo20,1615,Ron Warner,DE,DL,ACT
00-0036608,WarnTr00,4036916,Troy Warner,SAF,DB,DEV
WAR524568,warnkdav01,,David Warnke,K,SPEC,ACT
00-0039004,WarrCa00,4240723,Carter Warren,OT,OL,RES
00-0017209,WarrCh00,80,Chris Warren,RB,RB,ACT
00-0034315,WarrCh01,3929855,Chris Warren,RB,RB,RES
00-0037228,WarrJa01,4569987,Jaylen Warren,RB,RB,ACT
00-0017212,WarrDo00,,Don Warren,TE,TE,RES
00-0027317,WarrDo01,,Donovan Warren,CB,DB,CUT
00-0017213,WarrFr20,6656,Frank Warren,NT,DL,ACT
00-0040619,WarrGa00,4885455,Gareth Warren,OT,OL,CUT
00-0020524,WarrGe20,2551,Gerard Warren,DT,DL,ACT
00-0023003,WarrGr20,9306,Greg Warren,LS,SPEC,ACT
WAR655710,WarrJi00,,Jimmy Warren,DB,DB,ACT
00-0029243,WarrJe00,15463,Jeremiah Warren,C,OL,CUT
WAR677567,WarrJo20,,John Warren,P,SPEC,ACT
00-0017218,WarrLa00,551,Lamont Warren,RB,RB,RES
00-0036006,WarrMi01,4239083,Mike Warren,RB,RB,CUT
00-0023657,WarrPa00,8639,Paris Warren,WR,WR,DEV
00-0030814,WarrPi00,17278,Pierre Warren,FS,DB,ACT
00-0019460,WarrSt20,2205,Steve Warren,DT,DL,ACT
00-0017221,WarrTe20,7491,Terrence Warren,WR,WR,ACT
00-0040128,WarrTy00,4431459,Tyler Warren,TE,TE,ACT
00-0021989,WarrTy20,4471,Ty Warren,DT,DL,RES
WAR721281,WarrVi20,,Vince Warren,WR,WR,ACT
WAR743138,WarrXa20,,Xavier Warren,DE,DL,ACT
00-0019455,WarrPe00,2135,Peter Warrick,WR,WR,ACT
00-0035660,WarrKa00,3933327,Kahale Warring,TE,TE,ACT
00-0036127,WarrNi01,4035173,Nigel Warrior,DB,DB,ACT
WAR786852,WarwLo20,,Lonnie Warwick,LB,LB,ACT
00-0033037,WashAd00,2976317,Adolphus Washington,DT,DL,RES
WAS021297,WashAl20,,Al Washington,LB,LB,ACT
WAS042594,WashAn20,,Anthony Washington,DB,DB,ACT
00-0036587,WashAr00,4362492,Ar'Darius Washington,SAF,DB,ACT
00-0029426,WashBr00,15094,Brandon Washington,G,OL,ACT
00-0017234,WashBr20,6538,Brian Washington,S,DB,ACT
00-0036081,WashBr01,3915837,Broderick Washington,DT,DL,ACT
00-0038930,WashCa00,4248425,Carlos Washington,RB,RB,ACT
00-0039394,WashCa01,4428796,Casey Washington,WR,WR,ACT
00-0017237,WashCh20,6928,Charles Washington,LB,LB,ACT
00-0032560,WashCh01,2579163,Charles Washington,DB,DB,ACT
WAS085188,WashCh22,,Chuck Washington,DB,DB,ACT
00-0026353,WashCh00,11447,Chauncey Washington,RB,RB,ACT
00-0038606,WashPa01,4432620,Parker Washington,WR,WR,ACT
WAS127782,WashCh21,,Chris Washington,LB,LB,ACT
00-0030897,WashCo01,17279,Corey Washington,WR,WR,CUT
00-0030048,WashCo00,15914,Cornelius Washington,DE,DL,ACT
00-0017239,WashDa00,2525,Damon Washington,RB,RB,RES
00-0038558,WashDa03,4430802,Darnell Washington,TE,TE,ACT
00-0027886,WashDa99,13305,Daryl Washington,ILB,LB,SUS
00-0032940,WashDe00,2577654,DeAndre Washington,RB,RB,ACT
00-0022669,WashRa20,5761,Rashad Washington,DB,DB,CUT
00-0017241,WashDe20,642,Dewayne Washington,DB,DB,ACT
00-0027072,WashDo98,12746,Donald Washington,S,DB,ACT
00-0032450,WashDw00,3002265,Dwayne Washington,RB,RB,RSN
00-0023458,WashFa20,8438,Fabian Washington,DB,DB,CUT
WAS292908,WashFr21,,Fred Washington,DT,DL,ACT
WAS383346,WashHa20,,Harry Washington,WR,WR,ACT
00-0017247,WashJa20,7118,James Washington,S,DB,ACT
00-0022171,WashKe00,4523,Kelley Washington,WR,WR,ACT
00-0034676,WashJa00,3122449,James Washington,WR,WR,DEV
00-0017252,WashJo20,7169,John Washington,DE,DL,ACT
00-0030971,WashLD01,17307,L'Damian Washington,WR,WR,DEV
00-0024332,WashLe00,9703,Leon Washington,RB,RB,ACT
00-0017256,WashLi20,6601,Lionel Washington,DB,DB,ACT
00-0027430,WashLo00,13665,Lorenzo Washington,DE,DL,CUT
00-0039880,WashMa00,4569603,Malik Washington,WR,WR,ACT
00-0019585,WashMa99,2190,Marcus Washington,OLB,LB,ACT
00-0025790,WashMa98,10952,Mark Washington,LB,LB,DEV
WAS532425,WashMa20,,Mark Washington,DB,DB,ACT
00-0017259,WashMa21,188,Marvin Washington,DE,DL,RES
00-0040878,WashMi00,,Mike Washington Jr.,RB,RB,ACT
WAS569019,WashMi21,4686658,Mike Washington,DB,DB,ACT
00-0017261,WashMi20,7071,Mickey Washington,DB,DB,ACT
00-0037272,WashMo00,4248822,Montrell Washington,WR,WR,DEV
00-0023367,WashNa00,9307,Nate Washington,WR,WR,ACT
00-0019916,WashPa00,2830,Patrick Washington,FB,RB,RES
WAS660207,WashRo20,,Robert Washington,C,OL,ACT
WAS681504,WashRo21,,Ronnie Washington,LB,LB,ACT
WAS702801,WashRu00,,Russ Washington,OT,OL,ACT
00-0040357,WashTr00,4599160,Trey Washington,SAF,DB,ACT
WAS724098,WashSa20,,Sam Washington,DB,DB,ACT
00-0040462,WashSa00,4565320,Savion Washington,OT,OL,PUP
00-0035769,WashSc00,3919557,Scotty Washington,TE,TE,DEV
00-0033335,WashSh00,3051815,Shaan Washington,LB,LB,RES
00-0039884,WashTa00,4567506,Tahj Washington,WR,WR,ACT
00-0023952,WashTa20,,Tavares Washington,OT,OL,ACT
00-0017277,WashTe01,254,Ted Washington,NT,DL,RES
WAS745395,WashTe20,,Ted Washington,OLB,LB,ACT
WAS766692,WashTi20,,Tim Washington,CB,DB,ACT
00-0017279,WashTo20,1503,Todd Washington,C,OL,ACT
00-0031931,WashTo00,2517002,Tony Washington,OLB,LB,CUT
WAS787989,WashVi00,,Vic Washington,RB,RB,ACT
00-0017285,WateAn20,6646,Andre Waters,DB,DB,ACT
00-0025483,WateAn00,10540,Anthony Waters,LB,LB,ACT
00-0018584,WateBr55,2450,Brian Waters,G,OL,RES
WAT065571,WateCh00,,Charlie Waters,S,DB,ACT
00-0032652,WateHe00,2969976,Herb Waters,CB,DB,DEV
00-0040601,WateJo00,4428803,Jordan Waters,RB,RB,ACT
WAT131142,WateMi20,,Mike Waters,RB,RB,ACT
00-0026679,WateSw01,13024,Swayze Waters,K,SPEC,CUT
00-0033146,WatfDa00,2577807,David Watford,WR,WR,DEV
00-0030504,WatfEa00,15901,Earl Watford,G,OL,CUT
00-0036676,WatkAu00,4363409,Austin Watkins Jr.,WR,WR,DEV
WAT174856,WatkBo21,,Bobby Watkins,DB,DB,ACT
00-0033563,WatkCa00,2977681,Carlos Watkins,DE,DL,DEV
00-0027961,WatkDa00,13991,Danny Watkins,G,OL,ACT
00-0026842,WatkJa00,,Jason Watkins,OT,OL,DEV
00-0031173,WatkJa01,16919,Jaylen Watkins,FS,DB,ACT
00-0040172,WatkJo00,4431466,Jordan Watkins,WR,WR,ACT
00-0017293,WatkKe20,7798,Kendell Watkins,TE,TE,RES
WAT240427,WatkLa00,,Larry Watkins,RB,RB,ACT
00-0024352,WatkPa20,9724,Pat Watkins,DB,DB,RES
00-0029616,WatkRo00,15097,Rokevious Watkins,G,OL,ACT
00-0031325,WatkSa00,16725,Sammy Watkins,WR,WR,ACT
00-0036271,WatkQu00,4050373,Quez Watkins,WR,WR,ACT
00-0024432,WatkTo20,9804,Todd Watkins,WR,WR,ACT
00-0022943,WatsBe00,5557,Benjamin Watson,TE,TE,ACT
00-0039573,WatsBl00,4361604,Blake Watson,RB,RB,DEV
00-0017299,WatsCh20,1820,Chris Watson,DB,DB,CUT
00-0038124,WatsCh00,4248528,Christian Watson,WR,WR,ACT
00-0022845,WatsCo20,5585,Courtney Watson,MLB,LB,RES
00-0033537,WatsDe00,3122840,Deshaun Watson,QB,QB,ACT
00-0040428,WatsDe01,4431607,Desmond Watson,DT,DL,CUT
00-0024322,WatsGa20,9693,Gabe Watson,NT,DL,ACT
00-0027812,WatsDe99,13482,Dekoda Watson,LB,LB,ACT
00-0017316,WatsTi20,7529,Tim Watson,DB,DB,CUT
00-0031226,WatsJa00,17408,Jansen Watson,DB,DB,DEV
00-0037195,WatsJa02,4697639,Jaylen Watson,CB,DB,ACT
WAT415283,WatsJo21,,John Watson,OT,OL,ACT
00-0034956,WatsJo00,3124520,Josh Watson,LB,LB,DEV
00-0017303,WatsJu00,2058,Justin Watson,RB,RB,CUT
00-0034386,WatsJu01,3118892,Justin Watson,WR,WR,ACT
00-0019808,WatsKe00,2844,Kenny Watson,RB,RB,ACT
00-0037591,WatsLe00,4570018,Leroy Watson IV,OT,OL,CUT
WAT458997,WatsLo20,,Louis Watson,WR,WR,ACT
00-0030579,WatsMe00,15871,Menelik Watson,OT,OL,RES
00-0039406,WatsNa00,4362895,Nathaniel Watson,LB,LB,ACT
WAT480854,WatsRe20,,Remi Watson,WR,WR,ACT
WAT546425,WatsSt00,,Steve Watson,WR,WR,ACT
00-0031793,WatsTe00,2581598,Terrell Watson,RB,RB,DEV
00-0040094,WatsTr00,4685784,Tre Watson,TE,TE,ACT
00-0030991,WattCh00,16754,Chris Watt,C,OL,CUT
00-0032897,WattDe00,2576450,Derek Watt,FB,RB,ACT
00-0027949,WattJ.00,13979,J.J. Watt,DE,DL,ACT
00-0033886,WattT.00,3045282,T.J. Watt,OLB,LB,ACT
WAT611996,WattFr20,,Frank Wattelet,DB,DB,ACT
00-0037278,WattLu00,4039018,Luke Wattenberg,C,OL,ACT
00-0017321,WattOr20,7748,Orlando Watters,CB,DB,ACT
00-0017322,WattRi00,114,Ricky Watters,RB,RB,RES
WAT677567,WattSc20,,Scott Watters,OLB,LB,ACT
00-0034680,WattAr00,3122136,Armani Watts,DB,DB,RES
00-0034992,WattAr01,3128685,Armon Watts,DT,DL,RES
00-0031244,WattBr00,16818,Brandon Watts,LB,LB,DEV
00-0031294,WattCr00,17457,Craig Watts,G,OL,ACT
00-0017326,WattDa20,7707,Damon Watts,CB,DB,RES
00-0022751,WattDa00,5579,Darius Watts,WR,WR,ACT
WAT699424,WattEl20,,Elbert Watts,DB,DB,ACT
00-0039291,WattEr00,4569016,Eric Watts,DE,DL,ACT
00-0030985,WattTr00,17282,Trey Watts,RB,RB,SUS
00-0038958,WattMa00,4373706,Markees Watts,LB,LB,ACT
00-0038472,WattDu00,4685037,Duece Watts,WR,WR,DEV
WAT743138,WattRa20,,Randy Watts,DE,DL,ACT
WAT764995,WattRi01,,Rickey Watts,WR,WR,ACT
WAT786852,WattRo20,,Robert Watts,LB,LB,ACT
00-0039748,WattRy00,4685092,Ryan Watts,DB,DB,RES
WAT808709,WattTe20,,Ted Watts,DB,DB,ACT
00-0040148,WattXa00,4431005,Xavier Watts,SAF,DB,ACT
00-0040460,WaxxMa00,4431467,Marlowe Wax,LB,LB,ACT
00-0040065,WaxtIs00,4574105,Isas Waxter,DB,DB,ACT
00-0017337,WayxCh00,875,Charles Way,FB,RB,RES
00-0030140,WayxTr00,16166,Tress Way,P,SPEC,ACT
00-0017339,WaymDa00,,Dave Waymer,DB,DB,ACT
00-0038681,WaynJa00,4249426,Jalen Wayne,WR,WR,CUT
00-0038728,WaynJa01,4430681,Jared Wayne,WR,WR,ACT
00-0017340,WaynNa20,1599,Nate Wayne,LB,LB,ACT
00-0020498,WaynRe00,2578,Reggie Wayne,WR,WR,ACT
00-0031546,WaynTr00,2576283,Trae Waynes,CB,DB,ACT
00-0034633,WeahJe01,3045164,Jester Weah,WR,WR,ACT
00-0021193,WearFr21,3594,Fred Weary,G,OL,CUT
00-0017341,WearFr20,1498,Fred Weary,DB,DB,ACT
00-0040311,WeasTh00,4426535,Theo Wease Jr.,WR,WR,ACT
00-0037406,WeatSt01,4244299,Sterling Weatherford,LB,LB,ACT
00-0024110,WeatSt20,10127,Steve Weatherford,P,SPEC,CUT
00-0020411,WeatCo20,2756,Colston Weatherington,DE,DL,ACT
WEA197755,WeatJi21,,Jim Weatherly,C,OL,ACT
00-0032448,WeatSt00,2972362,Stephen Weatherly,DE,DL,RES
00-0017342,WeatAn20,1958,Andre Weathers,DB,DB,RES
00-0017343,WeatCl00,,Clarence Weathers,WR,WR,ACT
WEA316408,WeatCu20,,Curtis Weathers,LB,LB,ACT
WEA395510,WeatRo00,,Robert Weathers,RB,RB,ACT
00-0022136,WeatDe20,,Dennis Weathersby,CB,DB,RES
00-0034470,WeatTo00,3844004,Toby Weathersby,OT,OL,CUT
00-0027871,WeatSe99,13243,Sean Weatherspoon,LB,LB,ACT
00-0017349,WeatCh20,,Chuck Weatherspoon,RB,RB,CUT
00-0021180,WeavAn20,3580,Anthony Weaver,DE,DL,ACT
WEA553714,WeavCh20,,Charlie Weaver,LB,LB,ACT
00-0036216,WeavCu00,4048257,Curtis Weaver,DE,DL,CUT
WEA593265,WeavEm20,,Emanuel Weaver,NT,DL,ACT
00-0036381,WeavEv00,4035875,Evan Weaver,LB,LB,DEV
WEA632816,WeavGa20,,Gary Weaver,OLB,LB,ACT
00-0037478,WeavIs00,4037444,Isaac Weaver,C,OL,RES
00-0029909,WeavJa00,16283,Jason Weaver,OL,OL,DEV
00-0023063,WeavLe00,9297,Leonard Weaver,FB,RB,RES
00-0036938,WeavRa00,4036076,Rashad Weaver,LB,LB,CUT
00-0027359,WeavRo00,13666,Ross Weaver,DB,DB,DEV
00-0017356,WeavJe00,1961,Jed Weaver,TE,TE,ACT
WEA791020,WeavHe20,,Herman Weaver,P,SPEC,ACT
00-0039521,WeavXa00,4428811,Xavier Weaver,WR,WR,ACT
00-0017363,WebbCh20,,Chuck Webb,FB,RB,NWT
00-0034671,WebbDa01,3121433,Damon Webb,DB,DB,DEV
00-0033550,WebbDa00,3052600,Davis Webb,QB,QB,DEV
00-0024450,WebbDe20,9822,Dee Webb,CB,DB,ACT
00-0027609,WebbJM20,13483,J'Marcus Webb,OT,OL,DEV
WEB188765,WebbJi20,,Jimmy Webb,DT,DL,ACT
00-0024404,WebbJe00,9776,Jeff Webb,WR,WR,ACT
00-0040570,WebbJe01,4572655,Jeremiah Webb,WR,WR,RES
00-0027796,WebbJo00,13484,Joe Webb,QB,QB,CUT
00-0027060,WebbLa99,12747,Lardarius Webb,FS,DB,ACT
00-0036063,WebbMa02,4039919,Marcus Webb,DT,DL,RES
00-0036665,WebbMa01,4259570,Mark Webb,SAF,DB,CUT
00-0028426,WebbMa00,14316,Martell Webb,TE,TE,DEV
00-0037185,WebbRa02,4032247,Raleigh Webb,WR,WR,DEV
00-0034596,WebbRa01,3051762,Ralph Webb,RB,RB,DEV
00-0017370,WebbRi00,179,Richmond Webb,OT,OL,RES
00-0040453,WebbCl00,4426336,Clay Webb,G,OL,DEV
00-0030276,WebbR.00,16540,R.J. Webb,WR,WR,RES
00-0037516,WebbSa00,4700660,Sam Webb,CB,DB,ACT
00-0030403,WebbBW00,15939,B.W. Webb,CB,DB,ACT
00-0028308,WebbRa00,14455,Raymond Webber,WR,WR,RES
00-0028230,WebeAd00,14456,Adam Weber,QB,QB,DEV
00-0035303,WebeMi00,3915536,Mike Weber,RB,RB,DEV
00-0023478,WebsCo20,8457,Corey Webster,CB,DB,RES
WEB566295,WebsCo21,,Cornell Webster,CB,DB,ACT
00-0017375,WebsEl20,,Elnardo Webster,LB,LB,RES
WEB679554,WebsGe00,,George Webster,MLB,LB,ACT
00-0019653,WebsJa20,2179,Jason Webster,DB,DB,CUT
00-0030523,WebsKa00,15872,Kayvon Webster,S,DB,ACT
00-0035318,WebsKe00,3128743,Ken Webster,DB,DB,DEV
WEB717307,WebsKe20,,Kevin Webster,C,OL,ACT
00-0017378,WebsLa20,356,Larry Webster,DT,DL,ACT
00-0031065,WebsLa00,16869,Larry Webster,DE,DL,CUT
WEB755060,WebsMi00,,Mike Webster,C,OL,ACT
00-0019562,WebsNa20,2221,Nate Webster,MLB,LB,ACT
00-0035621,WebsNs00,3119317,Nsimba Webster,WR,WR,RES
00-0017383,WeddFl20,1893,Floyd Wedderburn,G,OL,ACT
WED276861,WeddMi20,,Mike Weddington,LB,LB,ACT
00-0025424,WeddEr99,10481,Eric Weddle,FS,DB,DEV
00-0040602,WediTr00,4430812,Trey Wedig,OT,OL,CUT
00-0029356,WediSc00,15504,Scott Wedige,C,OL,DEV
00-0036804,WediCo00,4242545,Connor Wedington,WR,WR,DEV
00-0029677,WeedBr00,14878,Brandon Weeden,QB,QB,ACT
00-0027224,WeekJo00,13729,Jon Weeks,LS,SPEC,ACT
00-0023064,WeekMa00,9499,Marquis Weeks,RB,RB,ACT
00-0029080,WeemDa00,15332,Darrion Weems,OT,OL,CUT
00-0024535,WeemEr00,10770,Eric Weems,WR,WR,ACT
WEE664464,WeesNo00,,Norris Weese,QB,QB,ACT
WEG415290,WegeMi20,,Mike Weger,S,DB,ACT
00-0031875,WeghBr00,2465679,Brandon Wegher,RB,RB,DEV
WEH553722,WehrRo00,,Roger Wehrli,CB,DB,ACT
00-0017393,WeidBe20,6914,Bert Weidner,C,OL,CUT
WEI072224,WeigLe20,,Lee Weigel,RB,RB,ACT
WEI108336,WeilJa20,,Jack Weil,P,SPEC,ACT
00-0017399,WeinTo20,1477,Todd Weiner,OT,OL,ACT
00-0020434,WeinCh00,2655,Chris Weinke,QB,QB,ACT
WEI686128,WeisCl20,,Clayton Weishuhn,LB,LB,ACT
WEI794464,WeisRo20,,Ron Weissenhofer,LB,LB,ACT
00-0017409,WelbTr20,,Tripp Welborne,DB,DB,RES
00-0017410,WelbJo20,1850,John Welbourn,G,OL,ACT
00-0027803,WelcTh20,13485,Thomas Welch,OT,OL,ACT
WEL083058,WelcHe20,,Herb Welch,DB,DB,RES
00-0036157,WelcKr00,4036153,Kristian Welch,LB,LB,ACT
00-0039518,WelcTr00,4430684,Treyton Welch,TE,TE,ACT
00-0017415,WeldCa00,344,Casey Weldon,QB,QB,ACT
00-0022427,WelkWe00,5941,Wes Welker,WR,WR,ACT
00-0017416,WellGa00,7189,Gary Wellman,WR,WR,ACT
WEL304546,WellMi20,,Mike Wellman,C,OL,ACT
00-0040438,WellAn00,4696062,Antwane Wells Jr.,WR,WR,ACT
WEL332232,WellAr20,,Arthur Wells,TE,TE,ACT
00-0027007,WellCh00,12525,Chris Wells,RB,RB,ACT
WEL359918,WellDa20,,Dana Wells,DT,DL,ACT
00-0034575,WellDa00,3047536,David Wells,TE,TE,DEV
00-0017421,WellDe20,473,Dean Wells,LB,LB,NWT
00-0032561,WellIa01,2574866,Ian Wells,CB,DB,RES
00-0021223,WellJo00,3627,Jonathan Wells,RB,RB,RES
00-0030829,WellJo02,17283,Josh Wells,OT,OL,DEV
WEL470662,WellKe20,,Kent Wells,DT,DL,ACT
00-0031602,WellMa00,2516295,Matt Wells,LB,LB,DEV
00-0017428,WellMi23,646,Mike Wells,DT,DL,ACT
WEL492348,WellMi22,,Mike Wells,TE,TE,ACT
WEL498348,WellMi21,,Mike Wells,QB,QB,ACT
WEL553720,WellNo20,,Norm Wells,DT,DL,ACT
00-0021664,WellRa21,5440,Ray Wells,LB,LB,ACT
00-0021911,WellRe20,4635,Reggie Wells,OT,OL,RES
00-0022832,WellSc20,5776,Scott Wells,C,OL,ACT
WEL609092,WellTe00,,Terry Wells,RB,RB,ACT
00-0017432,WellDo21,,Doug Wellsandt,TE,TE,CUT
00-0039931,WelsJu00,4372098,Julius Welschof,LB,LB,ACT
00-0023581,WelsJo20,8562,Jonathan Welsh,DE,DL,RES
WEL775208,WeltTo20,,Tom Welter,G,OL,ACT
00-0025866,WendRy20,11786,Ryan Wendell,G,OL,ACT
WEN059327,WendJa20,,Jack Wender,RB,RB,ACT
00-0025571,WendJo99,10627,John Wendling,FS,DB,ACT
WEN355962,WengAl20,,Al Wenglikowski,LB,LB,ACT
00-0030998,WennKe00,16915,Keith Wenning,QB,QB,DEV
00-0031107,WentAu01,17096,Austin Wentworth,G,OL,RSN
00-0032950,WentCa00,2573079,Carson Wentz,QB,QB,ACT
WEN652597,WenzJe20,,Jeff Wenzel,OT,OL,ACT
00-0030563,WernBj00,15815,Bjoern Werner,OLB,LB,ACT
WER311466,WernCl20,,Clyde Werner,LB,LB,ACT
WER415288,WernGr00,,Greg Werner,TE,TE,ACT
00-0036927,WernPe00,4241993,Pete Werner,LB,LB,ACT
WER622932,werscray01,,Ray Wersching,K,SPEC,ACT
00-0035259,WescTr00,4039253,Trevon Wesco,TE,TE,CUT
00-0035018,WeslAl00,3121110,Alex Wesley,WR,WR,DEV
00-0035126,WeslAn01,4043161,Antoine Wesley,WR,WR,RSR
00-0038304,WeslBa00,4256055,Barry Wesley,OT,OL,ACT
00-0021224,WeslDa20,3628,Dante Wesley,DB,DB,CUT
00-0031771,WeslDe00,3053814,De'Ondre Wesley,OT,OL,DEV
00-0019463,WeslGr20,2216,Greg Wesley,FS,DB,ACT
00-0017448,WeslJo20,2069,Joe Wesley,LB,LB,ACT
WES083058,WessRi20,,Ricky Wesson,WR,WR,ACT
00-0017460,WestLy20,1942,Lyle West,DB,DB,RES
00-0040711,WestCJ00,4686308,CJ West,DT,DL,ACT
00-0030668,WestCh01,17284,Charcandrick West,RB,RB,ACT
WES138430,WestCh20,,Charlie West,FS,DB,ACT
00-0027441,WestCh00,13775,Chastin West,WR,WR,ACT
00-0017450,WestDe20,,Derek West,OT,OL,ACT
00-0017452,WestEd00,6433,Ed West,TE,TE,RES
WES276860,WestJe20,,Jeff West,P,SPEC,ACT
00-0026053,WestJo00,,Joe West,WR,WR,DEV
WES359918,WestRo00,,Bob West,WR,WR,ACT
